label,text,sentiment_score
Sadness,i attribute depression feel inadequate against unrealistic ideal of lds church while i still hold those ideal somewhat responsible i recognize pattern of behavior,0
Sadness,i can tell you exactly what wrong at very moment very second i grieve for my son i miss my son i feel a though i be be punish living in hell at time,0
Sadness,i feel lousy diagnostician,0
Sadness,i feel horrible or even depress i try fake myself out with positivity,0
Sadness,i strongly dislike feeling stupid which feel come up for me at least once per day often more frequently than,0
Sadness,i must say makeover have be all consume couple with some major change at work coworkers have baby i feel like i have be neglectful lady,0
Sadness,i feel very inadequate physically,0
Sadness,i feel really socially awkward dont like get out meet new people do thing in group be adventurous,0
Sadness,i break down few time feel like lousy mom,0
Sadness,i be actually feel somewhat listless unmotivated earlier afternoon but then i have cup of coffee medium strength coffee at now im bursting at seam,0
Sadness,i feel a though my body damage like everything have just stop ive become little girl again,0
Sadness,i guess since im feel bit less shitty have random picture,0
Sadness,i think he be go say no but he just put on what i call his smacked puppy face always make me feel rotten,0
Sadness,ive just be feel so submissive recently,0
Sadness,i feel like i have doom myself failure,0
Sadness,i know i have be affect by importance of beauty embed so deeply in me i don t think i will ever stop feeling inadequate in some way for not measure up society s narrow unattainable view of beauty,0
Sadness,i feel dismay for them,0
Sadness,i feel anger love failure i totally dont get in mother friend grief loss captivity wonder awe can not be ignore,0
Sadness,i be feel stress more than bit anxious,0
Sadness,i feel ungrateful for complain but i also feel cheat by sit here quietly,0
Sadness,i didnt feel too groggy from wine at href http tartandheathered,0
Sadness,i do feel very very heartbroken i do not enter semipro,0
Sadness,i feel awkward around them rather then love i can feel them not want be near me so i let them go i no longer ask for hug or for comfort,0
Sadness,i do feel bit rotten,0
Sadness,ive be feel bit shitty about myself these past few day there have be sudden drop of self esteem go on,0
Sadness,i make shock discovery make me feel incredibly dumb which i of course feel need share,0
Sadness,i feel bit foolish even bother post anything on friday,0
Sadness,i be in italy i feel as useless a i could possibly feel i need occupy my time not get crazy,0
Sadness,i still feel little shitty right now a i type,0
Sadness,i have finally have enough of feel defeat by myself,0
Sadness,i can assure you there be some in our midst who feel quite unwelcome who have not know what be beloved,0
Sadness,i read case of son ignore their old helpless parent i feel very unhappy sad,0
Sadness,i start feel bit homesick with mention of mulligan name,0
Sadness,i do not feel bad about,0
Sadness,i understand how unbearable feel like worthless shit all of time,0
Sadness,im not write for people be like oh i feel bad for you no because i dont want them do dont expect them do,0
Sadness,i feel bad for police officer,0
Sadness,i feel bit less burdened with thing hang over my head,0
Sadness,i feel terrible about whole situation,0
Sadness,i feel have work with useless good for nothing like you,0
Sadness,i would experience number of time later in life but be my first experience with icky racism prevail in all culture skin color around world make me feel dirty,0
Sadness,i feel if people read my write they will know i m dumb bunny,0
Sadness,i be ashamed of my family i be ashamed of myself for feeling ashamed,0
Sadness,i watch his face contort in sadness i begin feel regretful of my action,0
Sadness,i don t dispute theory have some application i just feel universalized too often especially abuse in culture accustom be able control circumstance produce desire outcome hmmm what culture could i be refer,0
Sadness,i dont know where i want work because there will always be something make me feel stress or anxious at work whatever job may be a all job require some sort of rule or pressure,0
Sadness,i seriously have no feeling when i get reject in sense i be neither happy sad or average,0
Sadness,i be i admit very worried about feel isolated i work in cubicle pretty much on my own unless someone need me,0
Sadness,i feel terrible for him want cheer him up,0
Sadness,i feel helpless overcome voice tell me consistently firmly i look disgust huge,0
Sadness,i feel vain,0
Sadness,i feel so dull such idiot,0
Sadness,i cross line target developer more than game hurt feeling didn t need be hurt,0
Sadness,i feel like emotional train wreck,0
Sadness,i hang my head down feel even more embarrassed complaint about such minor thing in my life when others be have hard time just survive minute minute of day,0
Sadness,i have admit ive be feel kinda homesick these past couple of day,0
Sadness,i feel gloomy or get really bad cabin fever,0
Sadness,i almost feel like i miss month but when thinking of what i actually do sure wasnt waste my sister get married,0
Sadness,i feel like ive miss boat,0
Sadness,i cant imagine agony those folk feel wait for news about their own sentimental thing,0
Sadness,i feel resign right now,0
Sadness,i usually have solution these kind of situation but right now i just feel unhappy run down,0
Sadness,i have admit while story itself be interest in their portrayal of well know biblical story i come away feel little disappointed with end result especially consider name involve,0
Sadness,i think i be addict feel miserable inadequate especially through time in college when my teacher drove me my own breaking point,0
Sadness,i be so scared i would walk out from saloon feeling regretful about cut my hair because i always miss my old hair when i get new haircut,0
Sadness,i feel even more blank than before,0
Sadness,i feel miserable even more alone,0
Sadness,im not huge history buff but i do feel emotional when i think of my great uncle,0
Sadness,i dislike feel needy,0
Sadness,i realise be no long truth be merely truth i remember i begin feel dishearten,0
Sadness,i run despite feel rotten i m glad i do as well a i do but i really want do good,0
Sadness,i feel empty dim if i miss,0
Sadness,i use want get marry so i feel little heartbroken,0
Sadness,i hop she wouldnt feel disappointed if no one call,0
Sadness,i follow through with feeling have be repress for year month or day,0
Sadness,i be not work i can cope with but day like today when i be i just feel awful,0
Sadness,i would be feel guilty of write crap on my blog nothing useful nor beneficial others,0
Sadness,i feel i deserve i get depress,0
Sadness,i wake up morning after hour of interrupted sleep feeling lousy mostly my leg,0
Sadness,i most woman don t feel particularly burden by take pill there some unfairness,0
Sadness,i feel unloved you be there remind me you love me,0
Sadness,im feeling so sad come in later year,0
Sadness,i know later when i read ill feel regretful ive post such thing ill be mad at my self,0
Sadness,im feel today youd think men have beat me up,0
Sadness,i be feel when nick break up with me over,0
Sadness,i keep these thing predominantly for fix function will not arrange right now create style apply twelve month previous ingredient until i m feel much more perverse than usual,0
Sadness,i feel i help bring some happiness into life of my troubled friend day zz top logo keychain hang in my room wherever he i know he s do just fine cheer man,0
Sadness,i recommend use them when feel emotionally drain,0
Sadness,i feel horrible about want sonipro amp source geekparty linkedin target blank title share on tumblr rel nofollow href http www,0
Sadness,i hear about teenaged girl devastate by pimple on her face morning of prom i feel devastate for her,0
Sadness,i feel foolish for how much i ve analyze one solitary choice go or not go,0
Sadness,i kind of wish i have come up with those thought myself rather than feel way i do now lame disciple merely about regurgitate eva s thought on you all,0
Sadness,i feel at end of run isn t because i break personal record or enjoy fog rise over boardwalk during sunrise s sense of accomplishment knowing i beat my mind,0
Sadness,i vent outrageously with tourette s like unpredictability occasionally leave behind me wake of hurt feeling messy room other not so nice carnage,0
Sadness,i feel their pain their suffering,0
Sadness,i be pleasantly surprised read i be just a susceptible fall under dessen s romance spell but other part of novel do feel like missed opportunity,0
Sadness,i only know i feel useless s nasty feeling,0
Sadness,i don t want feel anything i want be numb,0
Sadness,i can only feel sympathy for you if you be suffer,0
Sadness,i feel like i have be emotionally beaten pulp,0
Sadness,ill have admit while be awesome feel many time i didnt know what say froze or go mind blank while observe her,0
Sadness,i feel ashamed oh how romantic,0
Sadness,i be feel especially disillusion unhappy allow last line make most difference but most especially tell of how much my life have change since i be fourteen how my experience have alter my perception,0
Sadness,ive be struggle lot lately with feel inadequate unsuccessful by societys standard a i watch my peer attend graduate from college find job fulfill them,0
Sadness,i feel like one who be blame one who would get upset if problem arise in future,0
Sadness,ill be darn if i will feel sham for care about blogging community,0
Sadness,i be feel bit gloomy i guess,0
Sadness,i put aside feel little defeated,0
Sadness,i feel without be disturb by,0
Sadness,i feel like dull ache,0
Sadness,i have be feel very discourage last few week,0
Sadness,i felt sad when friend of mine die i felt something have irrevocably go away from me,0
Sadness,i wake up feel crappy headache sore throat congestion but emotionally calm,0
Sadness,i be feel pretty discontent after,0
Sadness,im tire feel crappy hungry still deal with rid my house of smell of vomit,0
Sadness,my sister lose one of her twin son my first nephew then older one die week later,0
Sadness,i be feel disillusion,0
Sadness,i think it just subconscious acknowledgement about my feeling towards eddie eg ignore,0
Sadness,ive learn important thing i binge eat cope with what i can not control feeling emotional reaction situation outside of my control,0
Sadness,i feel after see sweeney todd disturb disgust be well description,0
Sadness,i have move my own little flat in london i be struggle look after myself which make me feel really useless,0
Sadness,i feel like im wait for her get heartbroken all over again,0
Sadness,i feel blank at loss but hey s old hat,0
Sadness,i have sacrifice my comfort so he wont feel unwelcome,0
Sadness,i feel so lame annoy generally unliked sometimes,0
Sadness,i feel place be tragic,0
Sadness,i dont even know how describe how i feel it like im sad but i can understand his decision but i cant control myself not be mad at him,0
Sadness,i be outsider i never felt part a i be new make me feel dishearten,0
Sadness,i seriously feel like prisoner i feel awfully gloomy when im in school thats why i always want get out of gate as early a possible,0
Sadness,i wake up feel more discouraged than i have in very long time,0
Sadness,i always feel kinda sad for them when authority figure eventually show up on scene squeeze all of risky fun out of their play time,0
Sadness,i always feel awkward,0
Sadness,i be nauseous dizzy feel all gloomy or at least not attach my body anymore,0
Sadness,i also know on certain day when im feeling crappy it only because i didnt bring enough cigarette,0
Sadness,i think you would all agree feel your toe finger go numb perhaps one of most unpleasant feeling ever,0
Sadness,i do know i have no desire spend my life feeling discontent so i seek solution problem,0
Sadness,i just have allow myself loosen up bit so i don t feel too stress restrict by myself,0
Sadness,i feel like i have pay fee for my broke heart,0
Sadness,i feel lonely class post count link href http sporkgasm,0
Sadness,i remember feel so helpless i have be mother for no less than hour i have already fail my daughter,0
Sadness,i feel no word can be quite as dirty a word sexual intercourse where use wrongly,0
Sadness,i feel very lonely but thats alright nothing little tv or music cant fix,0
Sadness,i start feel mournful,0
Sadness,i feel alone so marginalize by my wacky core belief be share by tiny percentage of u,0
Sadness,i almost lose my feeling in gloomy world,0
Sadness,i know i be go look at mess feel guilty for not push myself get take care of,0
Sadness,i feel gloomy down,0
Sadness,ill start with one about interlochen i see jonathan boy who ask me out be freak i use like him until i realize how stupid he be i sang record for him i feel so regretful of whole ordeal with him yeah,0
Sadness,i feel like one of those girl in school i hat because their outfit be perfect everyday because they go shop once week,0
Sadness,i think she pretty sure she not victim then feel really unfortunate bobo if she really pregnant,0
Sadness,i would feel i be devastate,0
Sadness,i can just remember when im feeling ungrateful would be great,0
Sadness,i be feel little awkward about see some folk,0
Sadness,i be still feel crappy but hop be just due flight stuff so we clean ourselves up i put on my sassy city girl outfit which be my perfect city dress with city walking shoe,0
Sadness,i look at list think no wonder i have no idea who i be i feel like blank,0
Sadness,i feel awkward so i start act awkward lol,0
Sadness,i can eat but allow myself one naughty item of my choice avoid feeling deprive,0
Sadness,i can feel stroke get harder faster a i try in vain find release,0
Sadness,i sometimes feel inadequate my mind too often slip from focus on god jump my own selfish thought task at hand in classroom,0
Sadness,i feel like jade cat whatever who doesn t ever get nervous before race because i ve just do so many i couldn t care less,0
Sadness,i have simply not feel like learn those unimportant stuff,0
Sadness,i feel hat not want but just be ignore,0
Sadness,i feel exhaust after i be do reading it like i live multiple live all at once in span of day,0
Sadness,i continue feel very submissive continue be arouse as well,0
Sadness,i feel bad about but last year i start realize no matter how many friend i have or know doesnt matter im still loner,0
Sadness,i mention in my last post i be still feel completely exhaust on weekend,0
Sadness,im feel bit jade,0
Sadness,i usually feel gloomy for loss of money because i wont use anyway,0
Sadness,i love little boy sometimes i feel how inadequate i be a parent him,0
Sadness,im start feel im suffer from fatigue,0
Sadness,im home alone with my son im feeling sad,0
Sadness,i would feel boring reject or just downright unlikeable,0
Sadness,i feel dirty disgusting contaminate,0
Sadness,i could feel but didnt hurt,0
Sadness,i just feel totally devastated,0
Sadness,i feel very much tragic side of life but my ending be always happy somehow,0
Sadness,i seriously feel like im become more more boring everyday,0
Sadness,i feel so dirty so unamerican so french,0
Sadness,i go off sleep i say i m feel exhaust suddenly i go into thought about how i m work too hard how i can never get balance right how i feel like s all too hard etc i go into whole story about my life where everything seem overwhelming,0
Sadness,i drive back beach staring at thing on seat beside me feel very depressed,0
Sadness,i can feel unpleasant pressure from,0
Sadness,i haul i feel dumb i get my lock key i pay man his fee now i wait see frank black amp catholic devil workshop release simultaneously with black letter day i initially felt be good of two,0
Sadness,i feel reality tragic,0
Sadness,i be feel pretty homesick weekend,0
Sadness,i feel like i m always beat up by some sort of evil people,0
Sadness,i begin feel embarrass about way i act sometimes i just feel downright unloveable,0
Sadness,i know ill feel shitty whole time,0
Sadness,i look down at my sweet boy hudson i know be my call his spirit need me at all time even when im frustrate feel helpless lose a mother,0
Sadness,id always be proud of where im come from but now sometimes i feel im too dorky boring hipster in wrong way awkward then i wonder why dont people feel close me,0
Sadness,i keep quiet feeling little foolish i have be too quick jump into conclusion,0
Sadness,im stress angry upset point where im feeling numb but one more bad thing sure set me over edge,0
Sadness,i still have not receive any letter from moe i admit im start feel slightly trouble about,0
Sadness,i be fatter because only thing in my life can remain under my control whether or not i get eat peanut butter on bread when i get home from impossible day of first world look yet third world feel hell of needy neglect little girl,0
Sadness,i start feel ugly unloved poor unhappy,0
Sadness,i feel my brain damage be get bad for dis moment,0
Sadness,i have be feel so drain like there no strength leave inside of me fulfill simple of task,0
Sadness,i be feel emotionally physically exhaust,0
Sadness,i be feel quite break,0
Sadness,i be healthy then mild but annoy cold ad now new cold which make me feel just awful for he past day,0
Sadness,im sure anyone who see someone close go through process you feel entirely useless in situation not be able take away any of trouble or ailment,0
Sadness,i feel awful about not work summer im finally go be able get some real rest put my foot up,0
Sadness,i hide secret inside of me away from everyone because i feel ashamed like i have no assistance in make good,0
Sadness,i never feel deprive i most certainly never go hungry,0
Sadness,i feel sorry for poor guy who be tell leave by female passenger when they accidentally sit on area for woman,0
Sadness,i feel burden share,0
Sadness,i have massive identity of my own always feel like i take bore route,0
Sadness,i feel so bad have slack of on my health but now i need make time,0
Sadness,i feel a though i be be little neglectful of my fellow blogger,0
Sadness,i love love feel lethargic if i do not sweat for more than three day,0
Sadness,i feel pathetic encase in stiff unused limb my mind plateaus dream of beyond,0
Sadness,i have feel soon go become rather messy heavy book which no one will want look at but i reckon will mean world me,0
Sadness,i feel a i do when i be trouble easily agitate indecisive,0
Sadness,i feel look abit dull i be go match colour with colour i be go put on my final cover which i think will be white black either red or blue,0
Sadness,ive be feel bit disheartened blog wise recently,0
Sadness,i just feel so depressed i don t know what would make me happy,0
Sadness,i feel like i should just bite bullet do but every time i think about i feel stress because im not fully support on my decision,0
Sadness,i hate complain all time but s so scary feel so alone,0
Sadness,i know how awful be on your game not see any result just feel crappy overall,0
Sadness,i feel lose a in what fuck be i do,0
Sadness,i would not accept his love fully feel of be damage,0
Sadness,i be feel rather low these day but do not matter for no one care,0
Sadness,i tell him how he have be make me feel unimportant insignificant,0
Sadness,i be restless i feel lethargic rudderless,0
Sadness,i feel very humiliate but also even more turn on,0
Sadness,i would not have know detail i just have feeling in my gut i ignore,0
Sadness,i really think after we have her i would stop feeling pain when i hear about other people get pregnant,0
Sadness,i know i should feel some sort of melancholy but i don t,0
Sadness,i feel lethargic lazy completely uncomposed if i m not dress in something like,0
Sadness,i do start feel some benefit be extremely boring,0
Sadness,i be out until at social gather so i feel bit groggy today,0
Sadness,i feel no sense of chivalry or magnanimity whatsoever toward defeat opposition,0
Sadness,i tell him what he do be very stupid or talk down yell at him he would feel very unloved,0
Sadness,i feel unimportant so inadequate,0
Sadness,i be feel bit miserable or passionate about something it all just in moment,0
Sadness,i feel ache in my chest,0
Sadness,i wake up feel all beat up i dont feel way right now im probably go be tempt do lake again,0
Sadness,when i have come back from my village last christmas,0
Sadness,i reluctantly ate piece of string cheese but i be both cranky i hadn t lose more weight feeling vain about way i be look ironic i know so i decide throw up again,0
Sadness,i feel somewhat hopeless pitiful,0
Sadness,im put my book in stack wondering when ill stop feeling so sad about passing of ray bradbury,0
Sadness,i feel ache andangry,0
Sadness,i feel absolutely guilty about crazy at same time i be pregnant i be suppose get rounder,0
Sadness,i feel extremely drain of energy,0
Sadness,i be feel most disheartened week,0
Sadness,i just want say all thing i want say without feel embarrass or make other people upset,0
Sadness,i feel like im take up some more needy person place in er,0
Sadness,i go home i feel so empty,0
Sadness,i feel ugly i m more inclined wear ratty jean sweatshirt than beautiful dress though i might still wear pair of heel around my house boost my self esteem ever so slightly but i definitely win t bother buy new pair,0
Sadness,i feel depress moody just lethargic tired,0
Sadness,i do take surprise two hour nap afternoon though wake up feel not as exhaust a i do morning so maybe thats good sign,0
Sadness,im not feel so whiney about go alone my conversion,0
Sadness,i remember feel embarrass not only someone recognize me but call me such name,0
Sadness,i look at again i feel horrible,0
Sadness,i have trouble not focus on not feel all throughout day because i know he s suffer i know my mom suffering in whole other way,0
Sadness,i be speak for myself right now but i know there be lot of people who feel drain because of non closure occur when we never get be do with something,0
Sadness,i feel like i miss out when i be young but i be very active would be much more content go outside ride bike,0
Sadness,i really do feel unfortunate for person who have carrry me,0
Sadness,i feel awful for so but he have know im not lie about what kid do sometimes if hell stoop pending on himself,0
Sadness,i will not consider homeschooling unless i feel we have exhaust every other option if i homeschool will be temporary my child will participate in non homeschooling activity as much a possible,0
Sadness,i don t mean behave so cut off but i feel so lethargic utter one single word anyone,0
Sadness,i dont have enought time i get tire of be make feel unimportant,0
Sadness,i feel useless i don t pay for anything i just sit on computer do nothing all day while wait or send out resume,0
Sadness,i do feel alittle submissive isnt same,0
Sadness,i would like experience but i just wish depart from others lay down relieve myself from odd sense of nausea avoid have make anyone feel bad about have bring up restaurant in first place,0
Sadness,i feel sad for you me because i know how much we will miss entire powell clan,0
Sadness,i could before actual thing then if i still couldn t figure out if i d feel embarrassed not know how get in line or how get drink or where park my car or whatever i just wouldn t go,0
Sadness,i should feel ashamed,0
Sadness,i feel horrible rel bookmark permalink,0
Sadness,ive be feel really shitty lately,0
Sadness,i feel less burden in way,0
Sadness,i feel somewhat jaded tired of have discussion,0
Sadness,i do not feel love from men who abuse,0
Sadness,i find i have so much blog whenever i feel heartbroken,0
Sadness,i feel unhappy no help for me other person say i be happy how much truth there may be in,0
Sadness,i feel if journalist then blame me,0
Sadness,i start feel more lethargic everything have happen me in past when ive let my fitness slip away be happen again i be let just like i have before,0
Sadness,ive leave my job i feel lot less stress in general i have really good time just observe how much kid enjoy process of create something new,0
Sadness,im feel really lonely feel like im miss part of myself,0
Sadness,i have feel his sex phobia result of his have be sexually abuse by his sister when he be child,0
Sadness,i so need but feel of not be empty,0
Sadness,ive sat there wonder why guy i like hasnt texted me call not really my thing make me feel too awkward or why when he seem all effort contrary he wont take chance on me a his girlfriend,0
Sadness,i wasnt suppose be with n just let happen so i could feel hurt move on be with who i be suppose be with,0
Sadness,im gon na end up pressure myself feel really disappointed when i get do actual thing it on tuesday i really should study but i cant jhbdjhdfbjdfhbfd or maybe when i get off comp ill go start type stuff up,0
Sadness,i cherish heartbreak more then love i lose perfectly sum up feeling of tragic heart break which pretty obvious by song title,0
Sadness,i feel sad discourage,0
Sadness,i feel so badly for his daughter thats tragic,0
Sadness,im already feeling sentimental about his time as newborn a he be so wee have sadly outgrow some fave thrifted outfit,0
Sadness,i didnt want stay in feeling of loneliness emptiness of my prayer blank request paper deity,0
Sadness,im feeling lame about my progress look at my pic ive take,0
Sadness,i feel dull tire blah about school stuff i think so important at start of school year,0
Sadness,i walk out of studio feeling exhaust soak wet with sweat with startle clarity of focus quiet inside,0
Sadness,i can admit even though i feel horrible now,0
Sadness,i feel awful these thought be run around in my head but i can t help,0
Sadness,i do feel sad for myself for not want thought extend up point ill die alone,0
Sadness,i get my desk at nine feeling exhaust tired grumpy come home rush through my do list get angry i havent finish,0
Sadness,i feel very awkward,0
Sadness,i always feel little ashamed of my american history knowledge so i like learn more when i can,0
Sadness,im start feel some of them be so fake,0
Sadness,i could compare john fullbright lot of people try give you some reference point but i feel like do him disservice as soon a you think oh he like fill in blank suddenly hes not,0
Sadness,i be able work in studio all week though im feel bit gloomy about how slowly thing seem be progress,0
Sadness,i already feel sleep deprive short on time but if i really want become person i can be proud of i need start invest stop pay minimum amount on my credit card,0
Sadness,im clock in scale in s i feel terrible,0
Sadness,i feel drain at least now i have something look forward,0
Sadness,i really hope you guy can understand some of thing i do really because i feel either reject or not right at place,0
Sadness,i be now turn i feel pathetic i be still wait table sub with teach degree,0
Sadness,im feel pretty depressed i think it spiraling,0
Sadness,i feel slightly embarrass i keep tell myself try make myself believe life actually enjoy just be let down hard hard each time,0
Sadness,i feel he ungrateful for have opportunity breathe air when so many others didn t have chance he have have,0
Sadness,i know people usually feel devastate when someone they know dy fact they didnt invite me funeral have hurt lot,0
Sadness,i feel so empty href http uwilnevrknow,0
Sadness,i feel sorry for people who work in capital intensive field post on href http zackmdavis,0
Sadness,i feel so hopeless strange all i really want actually disappear,0
Sadness,i now worried but i be start feel pretty dumb for not even know basic,0
Sadness,i feel sad today like legitimately bum out,0
Sadness,ive be feel little burdened lately wasnt sure why be,0
Sadness,i feel my blood pound up my back in my ear i throw up hurt point blank period hurt,0
Sadness,i also think it because im so afraid of feel victimize again,0
Sadness,i feel hopeless alone i eat soothe myself,0
Sadness,i feel bit helpless but it good in term of her have step up plate get herself ready,0
Sadness,i feel so low now,0
Sadness,i feel really stress out,0
Sadness,i have definitely see felt many blessing from heavenly father especially on day when thing feel gloomy lonely while mike away work hard for our future,0
Sadness,i feel pretty pathetic right now,0
Sadness,after my boyfriend i have separate,0
Sadness,i feel so all alone no one gon na fix me when im break how do you cry with inanimate eye,0
Sadness,im feel less like woman more like embarrassed girl,0
Sadness,ive try tried every single person i hang out with i just feel like everything about fake,0
Sadness,i sigh feel like she be doom fail at sort of thing,0
Sadness,i have still be feel numb i cant feel myself chew or swallow food,0
Sadness,i be actually feeling very discourage last week then i bite bullet look at,0
Sadness,i be feel abuse for have waste hundred of dollar year in subsidization for crap though im not sure whether or not im mad a hell im surely not go be take anymore,0
Sadness,i struggle come up with interesting title for blogpost but it about lipbalms i feel most people would consider be bore subje,0
Sadness,i wish i could say hey you know if i die tomorrow i wouldnt feel cheat on life or regretful i didnt accomplish something,0
Sadness,i even get mad at god little because i feel like im be punish,0
Sadness,i be worry would be awkward i would feel lonely,0
Sadness,i feel bit stupid for write but s true,0
Sadness,i begin feel isolated,0
Sadness,im feel bit melancholy for some reason so im not go post far for now but hopefully re discovery of my old thoughts goal will help me re align my focus bit,0
Sadness,i feel little awkward about but im go share poem with you,0
Sadness,i would feel too embarrassed,0
Sadness,i hate live under my dad roof because give him excuse be asshole me because he provide for me live here i think he feel he need make me feel as unwelcome a possible so ill leave,0
Sadness,i didn t even think i be type of person could feel homesick,0
Sadness,i just feel very dull right now,0
Sadness,i feel kind of lame time around,0
Sadness,i alive i feel so defeat with issue,0
Sadness,i feel remorseful for my dao ness,0
Sadness,i feel bad for lot of these people because i know from watch documentary people who do these drug be try fill void something hurt them in past they be try fill with drug make them feel temporary happiness,0
Sadness,i have collar complete with padlock at back i wear when im feeling submissive,0
Sadness,i feel distance from her ever so unimportant shh but bah,0
Sadness,im feel discourage i can look at remember i can achieve goal i set for myself i can always surprise myself with success,0
Sadness,i have friend family back home can help me when i m feel homesick because i m sure i will be,0
Sadness,i feel like fact be abuse,0
Sadness,my cat die from illness have be with u for year be lovely cat have be ill for one or two week veterinary surgeon have tell u be die,0
Sadness,i do not feel disappointed with performance here,0
Sadness,i should be dead since ive be out of for couple of month but i feel pain every time i go reach for empty bottle i just can not bear throw out,0
Sadness,i instantly feel reject,0
Sadness,ive be feel completely stupid about whole thing,0
Sadness,i feel disappoint for so dont say sorry dont say baby,0
Sadness,im not sure why i even bother open website let alone feature but a expect it left me feel boring poor,0
Sadness,i start feel my feeling for him how they still rise in my heart like submissive tide obeys lunar whim,0
Sadness,i feel deeply remorseful regretful,0
Sadness,i also begin feel my contraction at very dull intensity,0
Sadness,im great at complain because modern society gear toward make people feel inadequate,0
Sadness,i feel utterly exhaust unable function,0
Sadness,i feel empty inside all time,0
Sadness,i don t feel too gloomy or melancholic or something,0
Sadness,i would feel drain after my workout but be expect after any workout at least in my experience,0
Sadness,i feel change anthem for disillusioned,0
Sadness,i feel so horrible i want cry,0
Sadness,i feel so empty while i m turn your corpse inside out like something break never actually alive but now you re end one more for my collection,0
Sadness,i feel groggy but ok get up leave house with luxurious baby free day in office ahead of me,0
Sadness,i make you feel unimportant yet you never stop think how your action word be affect me,0
Sadness,i feel sorry for employee but if way applebees ceo behave it best if chain starve death by care consumer,0
Sadness,i didn t feel like do much chris i mostly just take too many picture of unimportant stuff,0
Sadness,i get feel like something tragic go happen im pray god im not like kristie im completely wrong on one everything fine,0
Sadness,i wake up already feel listless have be leave work early every day for past week,0
Sadness,i don t feel groggy or like i can sleep any more morning,0
Sadness,i blog because i want be obedient i feel burden for my country culture find abortion acceptable,0
Sadness,i havent have dinner but im also feel pretty lethargic so im not sure thats go happen at all at point,0
Sadness,i would feel myself be little bit repress in my creativity idea would not come me a easily,0
Sadness,i send her be pretty long now i feel little embarrassed look back at letter i give her,0
Sadness,i see you i feel so helpless,0
Sadness,i get other side of month possibly extend than do drink wine wake up feel sad i didnt finish what i start,0
Sadness,i go bed feeling lousy,0
Sadness,i don t feel i be be punish for hidden sin in my life,0
Sadness,i say no i feel guilty begin by give you reason for benefit of be assertive without be aggressive,0
Sadness,i do kind of feel bad for him,0
Sadness,i feel so horrendously ugly these day,0
